date,province,new_cases,new_deaths,new_recoveries,new_hospitalizations,total_cases,total_deaths,total_recoveries,total_hospitalizations
2020-09-25,Sulawesi Barat,21,2,12,7,567,407,11,149
2020-09-26,Sulawesi Barat,4,0,1,3,571,408,11,152
2020-09-27,Sulawesi Barat,46,0,8,38,617,416,11,190
2020-09-28,Sulawesi Barat,0,0,0,0,617,416,11,190
2020-09-29,Sulawesi Barat,156,0,1,155,773,417,11,345
2020-09-30,Sulawesi Barat,21,0,7,14,794,424,11,359
2020-10-01,Sulawesi Barat,10,0,0,10,804,424,11,369
2020-10-02,Sulawesi Barat,5,0,4,1,809,428,11,370
2020-10-03,Sulawesi Barat,11,0,22,-11,820,450,11,359
2020-10-04,Sulawesi Barat,9,0,15,-6,829,465,11,353
2020-10-05,Sulawesi Barat,1,0,4,-3,830,469,11,350
2020-10-06,Sulawesi Barat,12,0,5,7,842,474,11,357
2020-10-07,Sulawesi Barat,20,0,4,16,862,478,11,373
2020-10-08,Sulawesi Barat,6,0,6,0,868,484,11,373
2020-10-09,Sulawesi Barat,10,0,8,2,878,492,11,375
2020-10-10,Sulawesi Barat,1,0,148,-147,879,640,11,228
2020-10-11,Sulawesi Barat,15,0,13,2,894,653,11,230
2020-10-12,Sulawesi Barat,0,0,0,0,894,653,11,230
2020-10-13,Sulawesi Barat,23,1,7,15,917,660,12,245
2020-10-14,Sulawesi Barat,15,0,26,-11,932,686,12,234
2020-10-15,Sulawesi Barat,7,0,7,0,939,693,12,234
2020-10-16,Sulawesi Barat,5,0,7,-2,944,700,12,232
2020-10-17,Sulawesi Barat,5,0,4,1,949,704,12,233
2020-10-18,Sulawesi Barat,3,0,13,-10,952,717,12,223
2020-10-19,Sulawesi Barat,0,0,0,0,952,717,12,223
2020-10-20,Sulawesi Barat,15,0,7,8,967,724,12,231
2020-10-21,Sulawesi Barat,4,0,10,-6,971,734,12,225
2020-10-22,Sulawesi Barat,0,0,8,-8,971,742,12,217
2020-10-23,Sulawesi Barat,0,0,2,-2,971,744,12,215
2020-10-24,Sulawesi Barat,7,0,19,-12,978,763,12,203
2020-10-25,Sulawesi Barat,9,0,21,-12,987,784,12,191
2020-10-26,Sulawesi Barat,1,0,0,1,988,784,12,192
2020-10-27,Sulawesi Barat,9,0,32,-23,997,816,12,169
2020-10-28,Sulawesi Barat,3,2,0,1,1000,816,14,170
2020-10-29,Sulawesi Barat,0,0,0,0,1000,816,14,170
2020-10-30,Sulawesi Barat,27,0,7,20,1027,823,14,190
2020-10-31,Sulawesi Barat,2,0,3,-1,1029,826,14,189
2020-11-01,Sulawesi Barat,7,0,14,-7,1036,840,14,182
2020-11-02,Sulawesi Barat,0,0,1,-1,1036,841,14,181
2020-11-03,Sulawesi Barat,5,1,0,4,1041,841,15,185
2020-11-04,Sulawesi Barat,1,0,1,0,1042,842,15,185
2020-11-05,Sulawesi Barat,10,0,20,-10,1052,862,15,175
2020-11-06,Sulawesi Barat,12,0,1,11,1064,863,15,186
2020-11-07,Sulawesi Barat,162,1,10,151,1226,873,16,337
2020-11-08,Sulawesi Barat,9,0,2,7,1235,875,16,344
2020-11-09,Sulawesi Barat,35,0,1,34,1270,876,16,378
2020-11-10,Sulawesi Barat,0,0,2,-2,1270,878,16,376
2020-11-11,Sulawesi Barat,13,0,2,11,1283,880,16,387
2020-11-12,Sulawesi Barat,12,1,14,-3,1295,894,17,384
2020-11-13,Sulawesi Barat,4,0,15,-11,1299,909,17,373
2020-11-14,Sulawesi Barat,8,0,16,-8,1307,925,17,365
2020-11-15,Sulawesi Barat,3,0,21,-18,1310,946,17,347
2020-11-16,Sulawesi Barat,5,0,6,-1,1315,952,17,346
2020-11-17,Sulawesi Barat,6,0,3,3,1321,955,17,349
2020-11-18,Sulawesi Barat,2,1,1,0,1323,956,18,349
2020-11-19,Sulawesi Barat,29,0,11,18,1352,967,18,367
2020-11-20,Sulawesi Barat,6,1,12,-7,1358,979,19,360
2020-11-21,Sulawesi Barat,6,1,6,-1,1364,985,20,359
2020-11-22,Sulawesi Barat,9,0,10,-1,1373,995,20,358
2020-11-23,Sulawesi Barat,2,0,13,-11,1375,1008,20,347
2020-11-24,Sulawesi Barat,2,0,1,1,1377,1009,20,348
2020-11-25,Sulawesi Barat,2,0,216,-214,1379,1225,20,134
2020-11-26,Sulawesi Barat,25,1,15,9,1404,1240,21,143
2020-11-27,Sulawesi Barat,22,0,4,18,1426,1244,21,161
2020-11-28,Sulawesi Barat,30,0,12,18,1456,1256,21,179
2020-11-29,Sulawesi Barat,7,0,7,0,1463,1263,21,179
2020-11-30,Sulawesi Barat,7,0,18,-11,1470,1281,21,168
2020-12-01,Sulawesi Barat,3,0,15,-12,1473,1296,21,156
2020-12-02,Sulawesi Barat,0,1,5,-6,1473,1301,22,150
2020-12-03,Sulawesi Barat,2,0,14,-12,1475,1315,22,138
2020-12-04,Sulawesi Barat,21,0,8,13,1496,1323,22,151
2020-12-05,Sulawesi Barat,16,2,22,-8,1512,1345,24,143
2020-12-06,Sulawesi Barat,3,0,3,0,1515,1348,24,143
2020-12-07,Sulawesi Barat,2,0,4,-2,1517,1352,24,141
2020-12-08,Sulawesi Barat,9,1,8,0,1526,1360,25,141
2020-12-09,Sulawesi Barat,8,0,5,3,1534,1365,25,144
2020-12-10,Sulawesi Barat,7,1,1,5,1541,1366,26,149
2020-12-11,Sulawesi Barat,3,0,3,0,1544,1369,26,149
2020-12-12,Sulawesi Barat,10,0,5,5,1554,1374,26,154
2020-12-13,Sulawesi Barat,29,0,5,24,1583,1379,26,178
2020-12-14,Sulawesi Barat,3,0,1,2,1586,1380,26,180
2020-12-15,Sulawesi Barat,21,0,6,15,1607,1386,26,195
2020-12-16,Sulawesi Barat,10,0,19,-9,1617,1405,26,186
2020-12-17,Sulawesi Barat,27,0,13,14,1644,1418,26,200
2020-12-18,Sulawesi Barat,6,0,9,-3,1650,1427,26,197
2020-12-19,Sulawesi Barat,39,0,1,38,1689,1428,26,235
2020-12-20,Sulawesi Barat,18,0,22,-4,1707,1450,26,231
2020-12-21,Sulawesi Barat,10,0,0,10,1717,1450,26,241
2020-12-22,Sulawesi Barat,12,0,9,3,1729,1459,26,244
2020-12-23,Sulawesi Barat,30,1,5,24,1759,1464,27,268
2020-12-24,Sulawesi Barat,63,3,15,45,1822,1479,30,313
2020-12-25,Sulawesi Barat,7,0,2,5,1829,1481,30,318
2020-12-26,Sulawesi Barat,15,1,31,-17,1844,1512,31,301
2020-12-27,Sulawesi Barat,24,1,11,12,1868,1523,32,313
2020-12-28,Sulawesi Barat,9,1,1,7,1877,1524,33,320
2020-12-29,Sulawesi Barat,19,1,11,7,1896,1535,34,327
2020-12-30,Sulawesi Barat,18,0,6,12,1914,1541,34,339
2020-12-31,Sulawesi Barat,27,0,10,17,1941,1551,34,356
2021-01-01,Sulawesi Barat,13,2,1,10,1954,1552,36,366
2021-01-02,Sulawesi Barat,6,0,1,5,1960,1553,36,371
2021-01-03,Sulawesi Barat,24,0,13,11,1984,1566,36,382
2021-01-04,Sulawesi Barat,22,2,0,20,2006,1566,38,402
2021-01-05,Sulawesi Barat,4,1,4,-1,2010,1570,39,401
2021-01-06,Sulawesi Barat,10,1,9,0,2020,1579,40,401
2021-01-07,Sulawesi Barat,33,4,21,8,2053,1600,44,409
2021-01-08,Sulawesi Barat,47,1,19,27,2100,1619,45,436
2021-01-09,Sulawesi Barat,86,1,11,74,2186,1630,46,510
2021-01-10,Sulawesi Barat,99,2,23,74,2285,1653,48,584
2021-01-11,Sulawesi Barat,11,1,11,-1,2296,1664,49,583
2021-01-12,Sulawesi Barat,72,4,20,48,2368,1684,53,631
2021-01-13,Sulawesi Barat,18,1,5,12,2386,1689,54,643
2021-01-14,Sulawesi Barat,143,3,3,137,2529,1692,57,780
2021-01-15,Sulawesi Barat,2,0,1,1,2531,1693,57,781
2021-01-16,Sulawesi Barat,0,0,0,0,2531,1693,57,781
2021-01-17,Sulawesi Barat,0,1,12,-13,2531,1705,58,768
2021-01-18,Sulawesi Barat,0,0,12,-12,2531,1717,58,756
2021-01-19,Sulawesi Barat,16,0,0,16,2547,1717,58,772
2021-01-20,Sulawesi Barat,2,1,17,-16,2549,1734,59,756
2021-01-21,Sulawesi Barat,241,4,4,233,2790,1738,63,989
2021-01-22,Sulawesi Barat,104,1,81,22,2894,1819,64,1011
2021-01-23,Sulawesi Barat,203,2,13,188,3097,1832,66,1199
2021-01-24,Sulawesi Barat,68,0,29,39,3165,1861,66,1238
2021-01-25,Sulawesi Barat,47,0,21,26,3212,1882,66,1264
2021-01-26,Sulawesi Barat,61,2,9,50,3273,1891,68,1314
2021-01-27,Sulawesi Barat,57,3,15,39,3330,1906,71,1353
2021-01-28,Sulawesi Barat,108,2,27,79,3438,1933,73,1432
2021-01-29,Sulawesi Barat,79,1,32,46,3517,1965,74,1478
2021-01-30,Sulawesi Barat,116,3,26,87,3633,1991,77,1565
2021-01-31,Sulawesi Barat,99,3,111,-15,3732,2102,80,1550
2021-02-01,Sulawesi Barat,48,2,32,14,3780,2134,82,1564
2021-02-02,Sulawesi Barat,113,1,28,84,3893,2162,83,1648
2021-02-03,Sulawesi Barat,190,0,93,97,4083,2255,83,1745
2021-02-04,Sulawesi Barat,101,0,20,81,4184,2275,83,1826
2021-02-05,Sulawesi Barat,48,0,0,48,4232,2275,83,1874
2021-02-06,Sulawesi Barat,148,1,140,7,4380,2415,84,1881
2021-02-07,Sulawesi Barat,88,2,59,27,4468,2474,86,1908
2021-02-08,Sulawesi Barat,31,1,22,8,4499,2496,87,1916
2021-02-09,Sulawesi Barat,179,0,49,130,4678,2545,87,2046
2021-02-10,Sulawesi Barat,23,0,34,-11,4701,2579,87,2035
2021-02-11,Sulawesi Barat,27,1,60,-34,4728,2639,88,2001
2021-02-12,Sulawesi Barat,39,1,45,-7,4767,2684,89,1994
2021-02-13,Sulawesi Barat,95,1,102,-8,4862,2786,90,1986
2021-02-14,Sulawesi Barat,7,2,113,-108,4869,2899,92,1878
2021-02-15,Sulawesi Barat,14,0,12,2,4883,2911,92,1880
2021-02-16,Sulawesi Barat,38,1,30,7,4921,2941,93,1887
2021-02-17,Sulawesi Barat,73,1,36,36,4994,2977,94,1923
2021-02-18,Sulawesi Barat,31,0,39,-8,5025,3016,94,1915
2021-02-19,Sulawesi Barat,17,2,328,-313,5042,3344,96,1602
2021-02-20,Sulawesi Barat,29,2,56,-29,5071,3400,98,1573
2021-02-21,Sulawesi Barat,14,1,25,-12,5085,3425,99,1561
2021-02-22,Sulawesi Barat,6,0,26,-20,5091,3451,99,1541
2021-02-23,Sulawesi Barat,89,0,57,32,5180,3508,99,1573
2021-02-24,Sulawesi Barat,10,0,49,-39,5190,3557,99,1534
2021-02-25,Sulawesi Barat,7,2,30,-25,5197,3587,101,1509
2021-02-26,Sulawesi Barat,17,1,77,-61,5214,3664,102,1448
2021-02-27,Sulawesi Barat,6,0,43,-37,5220,3707,102,1411
2021-02-28,Sulawesi Barat,3,1,128,-126,5223,3835,103,1285
2021-03-01,Sulawesi Barat,11,1,104,-94,5234,3939,104,1191
2021-03-02,Sulawesi Barat,32,0,99,-67,5266,4038,104,1124
2021-03-03,Sulawesi Barat,2,1,51,-50,5268,4089,105,1074
2021-03-04,Sulawesi Barat,3,1,43,-41,5271,4132,106,1033
2021-03-05,Sulawesi Barat,14,0,52,-38,5285,4184,106,995
2021-03-06,Sulawesi Barat,4,2,87,-85,5289,4271,108,910
2021-03-07,Sulawesi Barat,7,1,31,-25,5296,4302,109,885
2021-03-08,Sulawesi Barat,3,0,24,-21,5299,4326,109,864
2021-03-09,Sulawesi Barat,6,0,10,-4,5305,4336,109,860
2021-03-10,Sulawesi Barat,0,0,28,-28,5305,4364,109,832
2021-03-11,Sulawesi Barat,8,0,8,0,5313,4372,109,832
2021-03-12,Sulawesi Barat,4,0,71,-67,5317,4443,109,765
2021-03-13,Sulawesi Barat,9,1,91,-83,5326,4534,110,682
2021-03-14,Sulawesi Barat,3,0,43,-40,5329,4577,110,642
2021-03-15,Sulawesi Barat,3,0,7,-4,5332,4584,110,638
2021-03-16,Sulawesi Barat,2,0,75,-73,5334,4659,110,565
2021-03-17,Sulawesi Barat,3,0,23,-20,5337,4682,110,545
2021-03-18,Sulawesi Barat,1,0,17,-16,5338,4699,110,529
2021-03-19,Sulawesi Barat,14,0,31,-17,5352,4730,110,512
2021-03-20,Sulawesi Barat,0,0,81,-81,5352,4811,110,431
2021-03-21,Sulawesi Barat,3,0,51,-48,5355,4862,110,383
2021-03-22,Sulawesi Barat,2,0,71,-69,5357,4933,110,314
2021-03-23,Sulawesi Barat,0,0,42,-42,5357,4975,110,272
2021-03-24,Sulawesi Barat,1,2,5,-6,5358,4980,112,266
2021-03-25,Sulawesi Barat,1,0,25,-24,5359,5005,112,242
2021-03-26,Sulawesi Barat,0,0,46,-46,5359,5051,112,196
2021-03-27,Sulawesi Barat,1,0,7,-6,5360,5058,112,190
2021-03-28,Sulawesi Barat,3,0,2,1,5363,5060,112,191
2021-03-29,Sulawesi Barat,1,0,49,-48,5364,5109,112,143
2021-03-30,Sulawesi Barat,0,0,7,-7,5364,5116,112,136
2021-03-31,Sulawesi Barat,1,1,3,-3,5365,5119,113,133
2021-04-01,Sulawesi Barat,1,0,4,-3,5366,5123,113,130
2021-04-02,Sulawesi Barat,3,0,4,-1,5369,5127,113,129
2021-04-03,Sulawesi Barat,1,0,0,1,5370,5127,113,130
2021-04-04,Sulawesi Barat,3,0,0,3,5373,5127,113,133
2021-04-05,Sulawesi Barat,0,0,9,-9,5373,5136,113,124
2021-04-06,Sulawesi Barat,1,1,11,-11,5374,5147,114,113
2021-04-07,Sulawesi Barat,1,0,29,-28,5375,5176,114,85
2021-04-08,Sulawesi Barat,3,0,29,-26,5378,5205,114,59
2021-04-09,Sulawesi Barat,6,0,6,0,5384,5211,114,59
2021-04-10,Sulawesi Barat,3,0,0,3,5387,5211,114,62
2021-04-11,Sulawesi Barat,0,0,1,-1,5387,5212,114,61
2021-04-12,Sulawesi Barat,3,1,1,1,5390,5213,115,62
2021-04-13,Sulawesi Barat,6,0,2,4,5396,5215,115,66
2021-04-14,Sulawesi Barat,1,1,0,0,5397,5215,116,66
2021-04-15,Sulawesi Barat,1,0,1,0,5398,5216,116,66
2021-04-16,Sulawesi Barat,4,1,5,-2,5402,5221,117,64
2021-04-17,Sulawesi Barat,1,0,1,0,5403,5222,117,64
2021-04-18,Sulawesi Barat,1,0,4,-3,5404,5226,117,61
2021-04-19,Sulawesi Barat,4,0,0,4,5408,5226,117,65
2021-04-20,Sulawesi Barat,6,0,1,5,5414,5227,117,70
2021-04-21,Sulawesi Barat,10,0,0,10,5424,5227,117,80
2021-04-22,Sulawesi Barat,7,0,1,6,5431,5228,117,86
2021-04-23,Sulawesi Barat,2,0,4,-2,5433,5232,117,84
2021-04-24,Sulawesi Barat,3,0,1,2,5436,5233,117,86
2021-04-25,Sulawesi Barat,6,0,9,-3,5442,5242,117,83
2021-04-26,Sulawesi Barat,0,1,1,-2,5442,5243,118,81
2021-04-27,Sulawesi Barat,1,0,8,-7,5443,5251,118,74
2021-04-28,Sulawesi Barat,4,0,1,3,5447,5252,118,77
2021-04-29,Sulawesi Barat,0,0,0,0,5447,5252,118,77
2021-04-30,Sulawesi Barat,0,0,1,-1,5447,5253,118,76
2021-05-01,Sulawesi Barat,3,0,0,3,5450,5253,118,79
2021-05-02,Sulawesi Barat,22,1,6,15,5472,5259,119,94
2021-05-03,Sulawesi Barat,2,0,4,-2,5474,5263,119,92
2021-05-04,Sulawesi Barat,0,0,7,-7,5474,5270,119,85
2021-05-05,Sulawesi Barat,1,0,3,-2,5475,5273,119,83
2021-05-06,Sulawesi Barat,0,0,8,-8,5475,5281,119,75
2021-05-07,Sulawesi Barat,1,0,2,-1,5476,5283,119,74
2021-05-08,Sulawesi Barat,0,0,2,-2,5476,5285,119,72
2021-05-09,Sulawesi Barat,3,0,7,-4,5479,5292,119,68
2021-05-10,Sulawesi Barat,2,0,2,0,5481,5294,119,68
2021-05-11,Sulawesi Barat,3,0,0,3,5484,5294,119,71
2021-05-12,Sulawesi Barat,2,1,1,0,5486,5295,120,71
2021-05-13,Sulawesi Barat,0,0,0,0,5486,5295,120,71
2021-05-14,Sulawesi Barat,0,0,0,0,5486,5295,120,71
2021-05-15,Sulawesi Barat,5,0,20,-15,5491,5315,120,56
2021-05-16,Sulawesi Barat,0,0,0,0,5491,5315,120,56
2021-05-17,Sulawesi Barat,3,0,3,0,5494,5318,120,56
2021-05-18,Sulawesi Barat,2,0,13,-11,5496,5331,120,45
2021-05-19,Sulawesi Barat,0,0,0,0,5496,5331,120,45
2021-05-20,Sulawesi Barat,0,0,1,-1,5496,5332,120,44
2021-05-21,Sulawesi Barat,1,0,6,-5,5497,5338,120,39
2021-05-22,Sulawesi Barat,1,0,3,-2,5498,5341,120,37
2021-05-23,Sulawesi Barat,0,0,3,-3,5498,5344,120,34
2021-05-24,Sulawesi Barat,0,0,3,-3,5498,5347,120,31
2021-05-25,Sulawesi Barat,0,0,7,-7,5498,5354,120,24
2021-05-26,Sulawesi Barat,0,0,0,0,5498,5354,120,24
2021-05-27,Sulawesi Barat,0,0,0,0,5498,5354,120,24
2021-05-28,Sulawesi Barat,3,0,1,2,5501,5355,120,26
2021-05-29,Sulawesi Barat,0,0,1,-1,5501,5356,120,25
2021-05-30,Sulawesi Barat,0,0,4,-4,5501,5360,120,21
2021-05-31,Sulawesi Barat,0,0,0,0,5501,5360,120,21
2021-06-01,Sulawesi Barat,0,0,0,0,5501,5360,120,21
2021-06-02,Sulawesi Barat,8,1,1,6,5509,5361,121,27
2021-06-03,Sulawesi Barat,9,0,0,9,5518,5361,121,36
2021-06-04,Sulawesi Barat,49,0,4,45,5567,5365,121,81
2021-06-05,Sulawesi Barat,10,0,0,10,5577,5365,121,91
2021-06-06,Sulawesi Barat,2,0,0,2,5579,5365,121,93
2021-06-07,Sulawesi Barat,0,0,1,-1,5579,5366,121,92
2021-06-08,Sulawesi Barat,1,0,2,-1,5580,5368,121,91
2021-06-09,Sulawesi Barat,13,0,0,13,5593,5368,121,104
2021-06-10,Sulawesi Barat,5,0,7,-2,5598,5375,121,102
2021-06-11,Sulawesi Barat,2,0,1,1,5600,5376,121,103
2021-06-12,Sulawesi Barat,13,0,7,6,5613,5383,121,109
2021-06-13,Sulawesi Barat,0,0,19,-19,5613,5402,121,90
2021-06-14,Sulawesi Barat,2,0,3,-1,5615,5405,121,89
2021-06-15,Sulawesi Barat,4,0,0,4,5619,5405,121,93
2021-06-16,Sulawesi Barat,2,0,1,1,5621,5406,121,94
2021-06-17,Sulawesi Barat,6,0,10,-4,5627,5416,121,90
2021-06-18,Sulawesi Barat,4,0,21,-17,5631,5437,121,73
2021-06-19,Sulawesi Barat,5,0,4,1,5636,5441,121,74
2021-06-20,Sulawesi Barat,26,0,4,22,5662,5445,121,96
2021-06-21,Sulawesi Barat,2,0,0,2,5664,5445,121,98
2021-06-22,Sulawesi Barat,3,0,0,3,5667,5445,121,101
2021-06-23,Sulawesi Barat,47,0,12,35,5714,5457,121,136
2021-06-24,Sulawesi Barat,13,0,1,12,5727,5458,121,148
2021-06-25,Sulawesi Barat,5,0,1,4,5732,5459,121,152
2021-06-26,Sulawesi Barat,2,0,1,1,5734,5460,121,153
2021-06-27,Sulawesi Barat,32,0,0,32,5766,5460,121,185
2021-06-28,Sulawesi Barat,19,0,4,15,5785,5464,121,200
2021-06-29,Sulawesi Barat,8,1,11,-4,5793,5475,122,196
2021-06-30,Sulawesi Barat,39,0,23,16,5832,5498,122,212
2021-07-01,Sulawesi Barat,101,0,7,94,5933,5505,122,306
2021-07-02,Sulawesi Barat,26,0,16,10,5959,5521,122,316
2021-07-03,Sulawesi Barat,20,0,6,14,5979,5527,122,330
2021-07-04,Sulawesi Barat,64,1,14,49,6043,5541,123,379
2021-07-05,Sulawesi Barat,22,1,1,20,6065,5542,124,399
2021-07-06,Sulawesi Barat,45,1,0,44,6110,5542,125,443
2021-07-07,Sulawesi Barat,62,1,26,35,6172,5568,126,478
2021-07-08,Sulawesi Barat,45,1,4,40,6217,5572,127,518
2021-07-09,Sulawesi Barat,34,0,23,11,6251,5595,127,529
2021-07-10,Sulawesi Barat,63,2,36,25,6314,5631,129,554
2021-07-11,Sulawesi Barat,80,1,23,56,6394,5654,130,610
2021-07-12,Sulawesi Barat,3,1,15,-13,6397,5669,131,597
2021-07-13,Sulawesi Barat,72,1,38,33,6469,5707,132,630
2021-07-14,Sulawesi Barat,33,3,8,22,6502,5715,135,652
2021-07-15,Sulawesi Barat,118,0,39,79,6620,5754,135,731
2021-07-16,Sulawesi Barat,134,1,25,108,6754,5779,136,839
2021-07-17,Sulawesi Barat,75,0,32,43,6829,5811,136,882
2021-07-18,Sulawesi Barat,90,1,30,59,6919,5841,137,941
2021-07-19,Sulawesi Barat,62,3,37,22,6981,5878,140,963
2021-07-20,Sulawesi Barat,132,3,65,64,7113,5943,143,1027
2021-07-21,Sulawesi Barat,71,1,79,-9,7184,6022,144,1018
2021-07-22,Sulawesi Barat,151,3,68,80,7335,6090,147,1098
2021-07-23,Sulawesi Barat,77,2,45,30,7412,6135,149,1128
2021-07-24,Sulawesi Barat,141,2,34,105,7553,6169,151,1233
2021-07-25,Sulawesi Barat,102,0,60,42,7655,6229,151,1275
2021-07-26,Sulawesi Barat,100,4,64,32,7755,6293,155,1307
2021-07-27,Sulawesi Barat,146,2,112,32,7901,6405,157,1339
2021-07-28,Sulawesi Barat,79,1,53,25,7980,6458,158,1364
2021-07-29,Sulawesi Barat,99,3,72,24,8079,6530,161,1388
2021-07-30,Sulawesi Barat,123,5,60,58,8202,6590,166,1446
2021-07-31,Sulawesi Barat,169,4,75,90,8371,6665,170,1536
2021-08-01,Sulawesi Barat,154,3,63,88,8525,6728,173,1624
2020-03-19,Sulawesi Selatan,2,0,0,2,2,0,0,2
2020-03-20,Sulawesi Selatan,0,0,0,0,2,0,0,2
2020-03-21,Sulawesi Selatan,0,0,0,0,2,0,0,2
2020-03-22,Sulawesi Selatan,0,0,0,0,2,0,0,2
2020-03-23,Sulawesi Selatan,0,1,0,-1,2,0,1,1
2020-03-24,Sulawesi Selatan,2,0,0,2,4,0,1,3
2020-03-25,Sulawesi Selatan,9,0,0,9,13,0,1,12
2020-03-26,Sulawesi Selatan,14,0,0,14,27,0,1,26
2020-03-27,Sulawesi Selatan,2,0,0,2,29,0,1,28
2020-03-28,Sulawesi Selatan,3,0,0,3,32,0,1,31
2020-03-29,Sulawesi Selatan,15,0,0,15,47,0,1,46
2020-03-30,Sulawesi Selatan,4,2,0,2,51,0,3,48
2020-03-31,Sulawesi Selatan,0,1,0,-1,51,0,4,47
2020-04-01,Sulawesi Selatan,14,0,0,14,65,0,4,61
2020-04-02,Sulawesi Selatan,0,2,4,-6,65,4,6,55
2020-04-03,Sulawesi Selatan,15,0,0,15,80,4,6,70
2020-04-04,Sulawesi Selatan,0,2,5,-7,80,9,8,63
2020-04-05,Sulawesi Selatan,2,2,11,-11,82,20,10,52
2020-04-06,Sulawesi Selatan,29,0,0,29,111,20,10,81
2020-04-07,Sulawesi Selatan,10,0,2,8,121,22,10,89
2020-04-08,Sulawesi Selatan,5,1,2,2,126,24,11,91
2020-04-09,Sulawesi Selatan,6,0,0,6,132,24,11,97
2020-04-10,Sulawesi Selatan,33,1,0,32,165,24,12,129
2020-04-11,Sulawesi Selatan,11,6,0,5,176,24,18,134
2020-04-12,Sulawesi Selatan,45,0,0,45,221,24,18,179
2020-04-13,Sulawesi Selatan,0,1,6,-7,221,30,19,172
2020-04-14,Sulawesi Selatan,8,3,4,1,229,34,22,173
2020-04-15,Sulawesi Selatan,10,1,9,0,239,43,23,173
2020-04-16,Sulawesi Selatan,27,2,0,25,266,43,25,198
2020-04-17,Sulawesi Selatan,65,2,2,61,331,45,27,259
2020-04-18,Sulawesi Selatan,10,2,5,3,341,50,29,262
2020-04-19,Sulawesi Selatan,27,1,10,16,368,60,30,278
2020-04-20,Sulawesi Selatan,0,1,9,-10,368,69,31,268
2020-04-21,Sulawesi Selatan,6,2,0,4,374,69,33,272
2020-04-22,Sulawesi Selatan,13,0,5,8,387,74,33,280
2020-04-23,Sulawesi Selatan,10,0,5,5,397,79,33,285
2020-04-24,Sulawesi Selatan,22,0,1,21,419,80,33,306
2020-04-25,Sulawesi Selatan,13,1,1,11,432,81,34,317
2020-04-26,Sulawesi Selatan,8,1,18,-11,440,99,35,306
2020-04-27,Sulawesi Selatan,0,0,7,-7,440,106,35,299
2020-04-28,Sulawesi Selatan,13,0,2,11,453,108,35,310
2020-04-29,Sulawesi Selatan,12,0,10,2,465,118,35,312
2020-04-30,Sulawesi Selatan,26,0,4,22,491,122,35,334
2020-05-01,Sulawesi Selatan,56,0,13,43,547,135,35,377
2020-05-02,Sulawesi Selatan,30,3,10,17,577,145,38,394
2020-05-03,Sulawesi Selatan,24,0,6,18,601,151,38,412
2020-05-04,Sulawesi Selatan,6,0,48,-42,607,199,38,370
2020-05-05,Sulawesi Selatan,33,2,27,4,640,226,40,374
2020-05-06,Sulawesi Selatan,25,3,7,15,665,233,43,389
2020-05-07,Sulawesi Selatan,19,1,3,15,684,236,44,404
2020-05-08,Sulawesi Selatan,24,2,13,9,708,249,46,413
2020-05-09,Sulawesi Selatan,2,0,9,-7,710,258,46,406
2020-05-10,Sulawesi Selatan,12,2,6,4,722,264,48,410
2020-05-11,Sulawesi Selatan,0,1,11,-12,722,275,49,398
2020-05-12,Sulawesi Selatan,26,0,7,19,748,282,49,417
2020-05-13,Sulawesi Selatan,54,0,5,49,802,287,49,466
2020-05-14,Sulawesi Selatan,36,0,5,31,838,292,49,497
2020-05-15,Sulawesi Selatan,33,0,0,33,871,292,49,530
2020-05-16,Sulawesi Selatan,46,1,19,26,917,311,50,556
2020-05-17,Sulawesi Selatan,34,0,7,27,951,318,50,583
2020-05-18,Sulawesi Selatan,66,2,18,46,1017,336,52,629
2020-05-19,Sulawesi Selatan,47,0,22,25,1064,358,52,654
2020-05-20,Sulawesi Selatan,36,1,9,26,1100,367,53,680
2020-05-21,Sulawesi Selatan,33,3,31,-1,1133,398,56,679
2020-05-22,Sulawesi Selatan,71,2,19,50,1204,417,58,729
2020-05-23,Sulawesi Selatan,57,0,6,51,1261,423,58,780
2020-05-24,Sulawesi Selatan,32,2,33,-3,1293,456,60,777
2020-05-25,Sulawesi Selatan,22,3,6,13,1315,462,63,790
2020-05-26,Sulawesi Selatan,34,2,37,-5,1349,499,65,785
2020-05-27,Sulawesi Selatan,28,0,19,9,1377,518,65,794
2020-05-28,Sulawesi Selatan,45,0,2,43,1422,520,65,837
2020-05-29,Sulawesi Selatan,41,3,12,26,1463,532,68,863
2020-05-30,Sulawesi Selatan,40,1,31,8,1503,563,69,871
2020-05-31,Sulawesi Selatan,32,2,32,-2,1535,595,71,869
2020-06-01,Sulawesi Selatan,45,1,30,14,1580,625,72,883
2020-06-02,Sulawesi Selatan,42,0,0,42,1622,625,72,925
2020-06-03,Sulawesi Selatan,37,0,11,26,1659,636,72,951
2020-06-04,Sulawesi Selatan,54,4,3,47,1713,639,76,998
2020-06-05,Sulawesi Selatan,53,14,34,5,1766,673,90,1003
2020-06-06,Sulawesi Selatan,65,0,0,65,1831,673,90,1068
2020-06-07,Sulawesi Selatan,64,0,0,64,1895,673,90,1132
2020-06-08,Sulawesi Selatan,109,0,0,109,2004,673,90,1241
2020-06-09,Sulawesi Selatan,175,3,30,142,2179,703,93,1383
2020-06-10,Sulawesi Selatan,182,1,53,128,2361,756,94,1511
2020-06-11,Sulawesi Selatan,130,0,0,130,2491,756,94,1641
